id,clause_type,src_legal,tgt_plain,notes
246,LICENSE_GRANT,"[""Subject to the terms and conditions of this Agreement, PACIFICAP ENTERTAINMENT hereby grants to THE HENRY FILM AND ENTERTAINMENT CORPORATION, under PACIFICAP ENTERTAINMENT'S full ownership and or fully authorized licensing Rights of Content\n\n (a) A 10 year exclusive, worldwide license to use, modify, reproduce, distribute, display and transmit any and all PACIFICAP ENTERTAINMENT nostalgic television show library Content."", 'PACIFICAP ENTERTAINMENT agrees to also allow THE HENRY FILM AND ENTERTAINMENT CORPORATION the right to redistribute, reproduce, retransmit, disseminate, sell, publish, broadcast or circulate the information contained in such PACIFICAP ENTERTAINMENT Content.']",,
247,LICENSE_GRANT,"Both Parties agree that Party A shall license the Program Content required in Party B Business to Party B, and Party B shall accept the services provided by Party A, to the extent, at the time or times, and in the manner as agreed to by the Parties herein.",,
248,GOVERNING_LAW,"This Agreement, the rights and obligations of the parties hereto, and any claims or disputes thereto, shall be governed by and construed in accordance with the laws of the State of New York without reference to conflict of law principles. Venue for any proceedings not subject to arbitration under this Agreement shall be in the state and federal courts located in New York, New York.",,
249,ANTI_ASSIGNMENT,"Any such purported assignment or delegation without such prior written consent shall be null and void and have no force and effect.', 'Neither party shall have the right to sell, assign, transfer or hypothecate (all hereinafter referred to as ""assign"" or ""assignment"") this Agreement, or delegate any of its obligations hereunder, voluntarily or by operation of law, without the prior written consent of the other party.",,
250,LIABILITY_CAP,"['IN NO EVENT WILL WEBMD OR ITS SUPPLIERS OR LICENSORS BE LIABLE UNDER ANY THEORY OF LIABILITY, HOWEVER ARISING, FOR ANY COSTS OF COVER OR FOR INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF THIS AGREEMENT, OR THE PROVISION OR USE OF CONTENT, EVEN IF WEBMD HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.', ""WEBMD'S AGGREGATE LIABILITY FOR ALL DAMAGES, LOSSES AND CAUSES OF ACTION IN ANY WAY RELATED TO THIS AGREEMENT OR THE CONTENT, WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, EITHER JOINTLY OR SEVERALLY, SHALL NOT EXCEED FIFTY DOLLARS ($50).""]",,
251,LICENSE_GRANT,"[""For the term of this Agreement, Company grants Distributor a limited, revocable, non-transferable, non-exclusive license under Company's copyrights to use the Company Products at Distributor's facilities in the Territory solely for marketing and support purposes directly related to the performance of its duties under this Agreement.""]",,
252,TERMINATION,"[""Notwithstanding the provisions of Section 3 above, either party shall have the right to terminate this Agreement, without cause, upon no less than ninety (90) days' prior written notice to the other party.""]",,
253,ANTI_ASSIGNMENT,"['Distributor shall not have the right to appoint any subdistributors, subcontractors or other third parties to market, distribute or sell the Products.', ""Neither party may, directly or indirectly (including in connection with a change of control transaction), transfer or assign this Agreement or any of the rights or obligations hereunder without the prior written consent of the other; provided that STAAR may assign any of its rights and delegate any of its obligations hereunder to its subsidiaries and affiliated companies or in connection with a sale or transfer of all or substantially all of its business to which this Agreement relates, whether by merger, sale of assets or otherwise, without Distributor's prior written consent.""]",,
254,LICENSE_GRANT,"During the term of this Agreement, and subject to the terms and conditions hereof, STAAR hereby grants to Distributor, and Distributor hereby accepts, the limited, nontransferable, nonexclusive right and license to use the trade name, trademarks, and logos of STAAR (collectively, ""Trademarks""), without the right to grant sublicenses, solely in connection with the marketing, distribution and sale of the Products in the Territory pursuant to this Agreement.",,
255,GOVERNING_LAW,"[""This Agreement and all questions regarding its existence, validity, interpretation, breach or performance and any dispute or claim arising out of or in connection with it (whether contractual or non-contractual in nature such as claims in tort, from breach of statute or regulation or otherwise) shall be governed by, and construed and enforced in accordance with, the laws of the State of New York, United States, without reference to its conflicts of law principles to the extent those principles would require applying another jurisdiction's laws.""]",,
256,TERMINATION,"""Distribution Term"" means the period commencing on the first Regulatory Approval of the Product in the Territory and continuing until [***], or if this Agreement is terminated earlier pursuant to Article 12, the effective date of such termination.<omitted>At any time following the expiration of the Distribution Term (as defined in Section 1.17), the Distributor may terminate this Agreement at will upon [***] prior written notice to Zogenix.",,
257,LIABILITY_CAP,"['Neither Party will be liable to the other for Indirect Losses in connection with any recall or withdrawal pursuant to this Section.', ""NEITHER PARTY SHALL BE ENTITLED TO RECOVER FROM THE OTHER PARTY ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES IN CONNECTION WITH THIS AGREEMENT; provided however, that this Section 10.5 shall not be construed to limit (a) either Party's right to special, incidental or consequential damages for the other Party's breach of Article 8 or (b) either Party's indemnification rights or obligations under Article 11.""]",,
258,LIABILITY_CAP,"[""THE PROVISIONS OF THIS PARAGRAPH 14 SET FORTH EACH PARTY'S SOLE AND EXCLUSIVE OBLIGATIONS AND REMEDIES WITH RESPECT TO THIRD PARTY CLAIMS OF INFRINGEMENT OR MISAPPROPRIATION OF INTELLECTUAL PROPERTY RIGHTS OF ANY KIND UNLESS OTHERWISE STIPULATED BY JUDICIAL ORDER."", 'No legal action shall be brought by Licensee under this Agreement unless commenced within 12 months from the date the cause of action arose.']",,
259,LICENSE_GRANT,"Paragraph 1(a) of the Agreement is amended to provide that Fox grants Licensee a worldwide, exclusive (except as otherwise may be provided in the Agreement), non-transferable right and license to distribute video clips for the property ""KINGDOM OF HEAVEN"" (""KOH Video Clips"").', 'Licensee shall have the non-exclusive right and license to develop and distribute ICE AGE 2 Wireless Products during the Term of the Agreement for all Wireless Products set forth in this Paragraph 2(c) except the Game, for which Licensee shall have the exclusive right and license to develop and distribute until December 31, 2006.', 'Notwithstanding the foregoing, in no event will Fox develop, publish and/or distribute games derived from the Property ""ICE AGE 2"" prior to January 1, 2007.",,
260,LICENSE_GRANT,"Fox grants to Licensee a limited, non-exclusive right and license to distribute the following Wireless Products in connection with the Property ""ICE AGE: THE MELTDOWN"" in the United States: (A) 2 Scrat voicetones; (B) 2 John Leguizamo voicetones; and (C) 3 premium videos.', 'Fox also grants Licensee a limited, non-exclusive right and license to distribute the following Wireless Products in connection with the Property ""ICE AGE 2"" outside of the United States: (A) 4 Scrat voicetones; (B) 1 John Leguizamo voicetone; and (C) 3 premium videos. (collectively, ""IA2 Audio and Video Wireless Products"")",,
261,GOVERNING_LAW,"[""This Agreement and any dispute or claim arising out of or in connection with it or its subject matter shall be governed by, and construed in accordance with, the laws of the People's Republic of China (without regard to its conflicts of laws rules that would mandate the application of the laws of another jurisdiction).""]",,
262,ANTI_ASSIGNMENT,"This Agreement and any rights or authority granted hereunder shall not be assigned or transferred by either Party, including by operation of law, merger or otherwise, without the express written consent of the other Party, provided that Licensor may assign this Agreement without consent to any of its Affiliates and Licensee may assign this Agreement without consent to SINA Leju or an Affiliate of Licensee that is controlled by SINA Leju.",,
263,ANTI_ASSIGNMENT,"In the event PAPA JOHN\'S wishes to sub-contract any or all of the operation of the Products or its related business hereunder (e.g., design of the Products, advertising of the Products, creation of Products, etc.) to any third party (e.g., ad agencies, photographers, videographers, producers, crew, etc.) (each, a ""Sub-Contractor""), the same may only be done if and after ABG has given its Approval therefor.",,
264,LIABILITY_CAP,"[""IN NO EVENT SHALL ABG'S, AUTHENTIC BRANDS GROUP LLC'S, AND CELEBRITY'S TOTAL LIABILITY UNDER THIS AGREEMENT EXCEED THE AMOUNTS ACTUALLY RECEIVED BY ABG (EXCLUSIVE OF REIUMBURSEMENT OF EXPENSES) HEREUNDER, REGARDLESS OF THE NUMBER OR TYPE OF CLAIMS."", ""TO THE MAXIMUM EXTENT PERMISSIBLE UNDER APPLICABLE LAW, NEITHER ABG NOR AUTHENTIC BRANDS GROUP LLC NOR CELEBRITY SHALL BE LIABLE TO PAPA JOHN'S FOR ANY CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY, OR SPECIAL DAMAGES, REGARDLESS OF THE FORM OR ACTION, WHETHER IN CONTRACT OR IN TORT, EVEN IF ABG OR AUTHENTIC BRANDS GROUP LLC HAS BEEN ADVISED OF THE POSSIBLITY OF SUCH DAMAGES OR LOSSES.""]",,
265,GOVERNING_LAW,"This Agreement and the relationship between the parties is governed by and will be construed exclusively in accordance with the laws of the State of Florida (without regard to, and without applying, Florida conflict-of-law rules).",,
266,TERMINATION,"[""We may terminate your right to provide products and services to a Major Account customer at any time by giving you at least 30 days' prior written notice, and you may terminate your right to provide products and services to a Major Account at any time by giving us at least 30 days' prior written notice.""]",,
267,LIABILITY_CAP,"Any and all claims and actions arising out of or relating to this Agreement, the relationship between you and us, or your operation of the Restaurant, brought by any party hereto against the other, must be commenced within one (1) year from the occurrence of the facts giving rise to such claim or action, or, it is expressly acknowledged and agreed by all parties, such claim or action will be irrevocably barred.', 'Each of us waives any right to or claim of punitive, exemplary, multiple, or consequential damages against the other in litigation and agrees to be limited to the recovery of actual damages sustained.",,
268,LIABILITY_CAP,"[""EXCEPT IN THE EVENT OF A BREACH OF SECTION 8 (CONFIDENTIALITY) OR LIABILITY ARISING UNDER A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER SECTION 12, IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, PUNITIVE OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR IN ANY WAY CONNECTED WITH THIS AGREEMENT OR ANY MATTER RELATED HERETO, INCLUDING WITHOUT LIMITATION, LOST BUSINESS OR LOST PROFITS, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.""]",,
269,GOVERNING_LAW,"The validity, interpretation, and performance of this Agreement shall be controlled by and construed under the laws of the State of New York, United States of America, as if performed wholly within the state and without giving effect to the principles of conflicts of law, and the state and federal courts of California shall have jurisdiction over any claim arising under this Agreement.",,
270,ANTI_ASSIGNMENT,"[""Distributor may not assign or delegate its rights or obligations under this Agreement (other than (i) the right to receive any amount due, which shall be freely assignable, or (ii) to Distributor's parent or majority-owned subsidiary company of sufficient net worth to meet any potential liability under this Agreement) without the prior written consent of Cisco, such consent not to be unreasonably withheld or delayed, provided that any such assignment shall not relieve Distributor of any obligation to pay monies that were owed Cisco prior to the date of the assignment.""]",,
271,LICENSE_GRANT,"Cisco grants to Distributor the right to use the name, logo, trademarks, and other marks of Cisco (collectively, the ""Marks"") for all proper purposes in the sale of Cisco Products and Services to End Users and the performance of Distributor\'s duties hereunder only so long as this Agreement is in effect.', 'By this Agreement, Cisco makes, and Distributor accepts, the appointment of Distributor as an authorized, non-exclusive distributor of Products and Services to Resellers located in the Territory.",,
272,ANTI_ASSIGNMENT,"Except as otherwise expressly provided under this Agreement, Customer shall have no right, and Customer specifically agrees not to:\n\n(i) transfer, assign or sublicense its license rights to any other person or entity, or use the Software on unauthorized or secondhand Cisco equipment, and Customer acknowledges that any attempted transfer, assignment, sublicense or use shall be void;",,
273,LICENSE_GRANT,"Subject to the terms and conditions of this Agreement, Cisco Systems, Inc. or its subsidiary licensing the Software instead of Cisco Systems, Inc. (""Cisco""), grants to Customer a nonexclusive and nontransferable license to use for Customer\'s internal business purposes the Software and the Documentation for which Customer has paid the required license fees.",,
274,GOVERNING_LAW,"All matters relating to this Agreement, the rights of the Parties hereunder and the construction of the terms hereof shall be governed by the laws of the State of California, without regard to conflicts of laws principles.",,
275,ANTI_ASSIGNMENT,"This Agreement is not assignable or transferable by either Party, in whole or in part, without the prior written consent of the other Party; provided, however that Premier may assign this Agreement in the event that Premier is sold, merged into or with another entity, or undergoes a ""change in control"".",,
276,GOVERNING_LAW,"This Warrant shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to its principles regarding conflicts of law.', 'This Agreement will be construed and interpreted in accordance with the laws of the State of New York without reference to its conflicts of laws principles or the conflicts of laws principles of any other jurisdiction, and each of the parties hereto expressly attorns to the jurisdiction of the courts of the State of New York.",,
277,TERMINATION,"[""The Consultant may voluntarily terminate the Consultant's engagement with the Company at any time by giving the Company 120 days prior written Notice of the termination."", ""The Company may terminate Consultant's engagement at any time by giving Consultant 60 days prior written Notice of the termination.""]",,
278,ANTI_ASSIGNMENT,"Except as herein expressly provided, the respective rights and obligations of the Consultant and the Company under this Agreement will not be assignable by either party without the written consent of the other party and will, subject to the foregoing, inure to the benefit of and be binding upon the Consultant and the Company and their permitted successors or assigns.",,
279,ANTI_ASSIGNMENT,"['Neither this Agreement nor any right hereunder or interest herein may be assigned or transferred by Consultant without the express written consent of Company.', ""Consultant shall not subcontract any portion of Consultant's duties under this Agreement without the prior written consent of Company.""]",,
280,LICENSE_GRANT,"Consultant agrees that if, in the course of performing the Services, Consultant incorporates into any Invention developed hereunder any invention, improvement, development concept, discovery or other proprietary subject matter owned by Consultant or in which Consultant has an interest (""Item""), Consultant will inform Company in writing thereof, and Company is hereby granted and shall have a non-exclusive, royalty-free, perpetual, irrevocable, worldwide license to make, have made, modify, reproduce, display, use and sell such Item as part of or in connection with the exploitation of such Invention.",,
281,GOVERNING_LAW,"This Agreement will be governed by and construed inaccordance with the laws of British Columbia and the federal laws of Canada applicable in British Columbia, and the parties irrevocably submit to and accept generally and unconditionally the exclusive jurisdiction of the courts and appellate courts of British Columbia in that regard.",,
282,TERMINATION,"[""The Contractor may terminate this Agreement and his or her engagement for any reason at any time upon providing 30 days advance notice in writing to Emerald. Termination will be effective, at Emeralds' election, on a date which is no earlier than the date such notice is received and no later than the date which is 30 days following that date."", 'The Company may terminate this Agreement and the engagement of the Contractor without Cause at any time on 30 days prior written notice.']",,
283,TERMINATION,"[""This Agreement shall terminate immediately upon the occurrence of any of the following events:<omitted>(c) ninety (90) days following the date the Company gives CONSULTANT written notice of termination for any or no reason; or (d) CONSULTANT may terminate this Agreement by giving ninety (90) days' written notice to REIT.""]",,
284,LIABILITY_CAP,"[""IN NO EVENT SHALL COMPANY'S AGGREGATE LIABILITY ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT EXCEED THE AMOUNTS PAID BY COMPANY TO CONSULTANT UNDER THIS AGREEMENT FOR THE SERVICES, DELIVERABLES OR INVENTION GIVING RISE TO SUCH LIABILITY."", 'IN NO EVENT SHALL COMPANY BE LIABLE TO CONSULTANT OR TO ANY OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOST PROFITS OR LOSS OF BUSINESS, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY, WHETHER BASED IN CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHER THEORY OF LIABILITY, REGARDLESS OF WHETHER COMPANY WAS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES AND NOTWITHSTANDING THE FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY.']",,
285,GOVERNING_LAW,This Agreement shall be governed by and construed in accordance with the laws of the Commonwealth of Massachusetts without giving effect to any choice or conflict of law provision or rule that would cause the application of laws of any other jurisdiction.,,
286,ANTI_ASSIGNMENT,"[""This Agreement is personal to the Consultant and the Consultant shall not have the right to assign any of Consultant's rights or delegate any of Consultant's duties without the express written consent of the Company."", 'Any non-consented-to assignment or delegation, whether express or implied or by operation of law, shall be void and shall constitute a breach and a default by the Consultant.', 'This Agreement shall be binding upon, and inure to the benefit of, both parties and their respective successors and assigns, including any corporation with which, or into which, the Company may be merged or which may succeed to its assets or business, provided, however, that the obligations of the Consultant are personal and shall not be assigned by Consultant.']",,
287,GOVERNING_LAW,"Unless otherwise agreed to in writing by the parties, the Agreement shall be governed by and construed in accordance with the laws of the Province of British Columbia and the federal laws of Canada applicable therein, and the parties hereto submit and attorn to the jurisdiction of the courts of the Province of British Columbia.",,
288,TERMINATION,"This Agreement can be terminated at any time prior to the expiry of the Term, as follows: (a) by the Consultant electing to give the Company not less than 3 months prior notice of such termination;\n\n(b) by the Company electing to give the Consultant 3 months prior notice of such termination along with a termination payment equal to the annual Consulting Fee;",,
289,LIABILITY_CAP,"Neither the Company nor the Consultant shall be liable for any consequential loss, including but not limited to, claims for loss of profit, revenue or capital, loss of use of utilities, equipment or facilities, down-time cost, service interruption, cost of money, injury or damage of any character whatsoever.",,
290,GOVERNING_LAW,"Except to the extent governed by the U.S. Trademark Act of 1946 (Lanham Act, 15 U.S.C. ""1051 et seq.), this Agreement, the other agreements referred herein, and the offer and the sale of the franchise shall be governed in all respects and aspects by the laws of the Commonwealth of Pennsylvania and expressly excluding the laws pertaining to the choice of law and conflict of laws.",,
291,TERMINATION,"[""Pretzel Time reserves the right to suspend contributions/fees and operations of the Advertising Fund for one or more periods, and the right to terminate the Advertising Fund, upon thirty (30) days' prior written notice to Franchisee.""]",,
292,ANTI_ASSIGNMENT,"[""Accordingly, Franchisee agrees no Transfer shall be made without Pretzel Time's prior written approval."", 'Any Transfer without such approval shall constitute a breach of this Agreement and shall be void and of no effect.']",,
293,GOVERNING_LAW,"This Agreement was entered into in the State of Florida, and its validity, construction, interpretation, and legal effect shall be governed by the laws and judicial decisions of the State of Florida applicable to contracts entered into and performed entirely within the State of Florida.",,
294,LIABILITY_CAP,"[""i-on will not be liable under any circumstances for any lost profits or other consequential damages, even if i-on has been advised as to the possibility of such damages. i-on's liability for damages to the Customer for any cause whatsoever, regardless of the form of action, and whether in contract or in tort, including negligence, shall be limited to one (1) month's fees and the remaining portion of any prepaid fees.""]",,
295,LICENSE_GRANT,"[""To the extent that certain components of the Software may be downloaded to Customer's or User's computer as a result of accessing the Software as part of the Hosting Services, eGain grants Customers a non-exclusive, non-transferable, limited license, with right to sublicense solely to Users, to use such Software only in connection with the Hosting Services."", ""Customer hereby grants eGain a right to use Customer's trademarks (name and logo only) designated by Customer for such limited uses, subject to Customer's trademark/logo usage guidelines, if any, provided by Customer to eGain.""]",,
296,GOVERNING_LAW,"This Agreement shall be governed by and construed in accordance with the internal laws of the State of New York applicable to agreements made and to be performed entirely within such State, without regard to the conflicts of law principles of such State.",,
297,ANTI_ASSIGNMENT,"[""Neither party any assign this Agreement, or their respective rights and obligations hereunder, in whole or in part, without the other party's prior written consent; PROVIDED, HOWEVER, that Tadeo shall be entitled to assign all of its rights and obligations hereunder to any subsidiary or affiliated entity without the consent of Diplomat."", 'Any attempt to assign this Agreement without such consent (if required) shall be void and of no effect AB INITIO.']",,
298,ANTI_ASSIGNMENT,"This Agreement shall be binding on the parties and their respective successors in interest and assigns, but neither party shall have the power to assign this Agreement without the prior written consent of the other party. LMG may not subcontract or delegate any of its duties or obligations of performance in this Agreement to any third party without the prior written consent of TAG.",,
299,LIABILITY_CAP,"[""LMG's indemnification obligations under this Section 5.2 will expire twelve (12) months after the Conversion Date."", ""TAG's indemnification obligations under this Section 5.3 will expire twelve (12) months after the Conversion Date."", 'Neither party shall be liable to the other pursuant to this Agreement for any amounts representing loss of profit, loss of business or indirect, consequential, exemplary, or punitive damages of the other party.']",,
300,LICENSE_GRANT,"LMG grants TAG a worldwide, nonexclusive, irrevocable, perpetual license to load, execute, access, employ, use, store, or display (""Use"") the object code version of the LMG Tools and Documentation (the ""License"") for the period specified in Exhibit A in accordance with the terms and conditions of this Agreement.', 'The License grant includes a license under all current and future patents owned by or licensed to LMG that are applicable to the LMG Tools and Documentation or the provision or receipt of the LMG Services, to the extent necessary to exercise any of the foregoing rights.",,
