id,src_legal,tgt_plain,source
553,Tutin also wrote that Santangelo struggled to adapt even though he was expected to recognize problems and react more quickly moving forward and that Tu-tin expected Santangelo to transform Alsip into a more robust and flexible group capable of addressing industry challenges.,Tutin also wrote that Santangelo struggled to adapt even though he was expected to recognize problems and react more quickly moving forward and that Tu-tin expected Santangelo to transform Alsip into a more strong and flexible group capable of addressing industry challenges.,real_lex_simple
554,"Without an admission from GEICO, medical testimony from an expert or her treating physician, or circumstances of the type that lay jurors could extrapolate from the evidence a causal connection between accident and injury, Blair is unable to make that showing as a matter of law.","Without an admission from GEICO, medical testimony from an expert or her treating physician, or circumstances of the type that lay jurors could guess from the evidence a causal connection between accident and injury, Blair is unable to make that showing as a matter which concerned with the interpretation of the law.",real_lex_simple
555,"The Board also found that the medical evidence of record, especially the 2011 examiner’s report, showed that other post-service injuries and normal wear and tear of age and his employment as a truck driver, not any basic training injury, most likely caused Vann’s lower back pain.","The Board also found that the medical evidence of record, especially the 2011 examiner’s report, showed that other post-service injuries and normal effects of aging that are caused by progressive damage to cells and body systems over time and his employment as a truck driver, not any basic training injury, most likely caused Vann’s lower back pain.",real_lex_simple
556,"Finally, contrary to Defendant Hernandez’s assertions, the Report concluded that, based upon the “supporting documentation, it appears that [EPFCU] sustained a loss of at least $19 million resulting from the actions of their former employee ... Hernandez.” Report 4 (emphasis added).","Finally, contrary to Defendant Hernandez’s assertions, the Report concluded that, based upon the “supporting documentation, it appears that [EPFCU] incurred a loss of at least $19 million resulting from the actions of their former employee ... Hernandez.” Report 4 (emphasis added).",real_lex_simple
557,"The Second Amended Complaint makes clear that the relator is alleging that Boston Heart’s claims were “legally false” because, according to the relator, Boston Heart certified that the tests it performed were medically necessary even though they were not medically necessary for certain populations.","The Second Amended Complaint makes clear that the relator is asserting that Boston Heart’s claims were “legally false” because, according to the relator, Boston Heart certified that the tests it performed were medically necessary even though they were not medically necessary for certain populations.",real_lex_simple
558,"Relying on these cases and a textual analysis of the provisions at issue, Husic argues that § 212(h) has been made unavailable only to an alien who was admitted as an LPR, rather than one who, like Husic, adjusted to LPR status once already in the United States after lawful entry as a visitor.","Relying on these cases and a textual analysis of the provisions at issue, Husic argues that § 212(h) has been made unavailable only to an foreign who was admitted as an LPR, rather than one who, like Husic, adjusted to LPR status once already in the United States after legal entry as a visitor.",real_lex_simple
559,"Similarly, the fact that the regulation authorizes a single extra-schedular evaluation— “an extra-schedular evaluation” — arising from the “disability or disabilities” indicates that referral for extra-schedular evaluation may be based on the collective impact of the veteran’s disabilities.","Similarly, the fact that the regulation confirms a single extra-schedular evaluation— “an evaluation awarded outside of the rating schedule due to an unusual manifestation of the particular condition that causes it to interfere more with the individual's ability to be employed” — arising from the “disability or disabilities” point outs that referral for extra-schedular evaluation may be based on the collective impact of the veteran’s disabilities.",real_lex_simple
560,"Considering the policy and purpose behind Rule 13(a), the court permitted the claim to go forward because it found no sign of the “circuity of action that Rule 13(a) was aimed at preventing,” since the plaintiffs bringing of multiple actions was required by statute.","Considering the policy and purpose behind Rule 13(a), the court permitted the claim to go forward because it found no sign of the “circuity of action that Rule 13(a) was aimed at preventing,” since the plaintiffs bringing of multiple actions was required by law.",real_lex_simple
561,"Second, appointing an interim director does not require the appointing authority to provide the same benefits; indeed, if it did, then the on-leave employee could contend that the position was filled on a permanent basis while she was on FMLA leave.","Second, appointing an temporary director does not require the appointing authority to provide the same benefits; indeed, if it did, then the on-leave employee could hold that the position was filled on a permanent basis while she was on family and medical leave.",real_lex_simple
562,"Once the movant properly configures a summary-judgment motion, the burden shifts onto the nonmovant—or “the party who bears the burden of proof at trial,” Geshke v. Crocs, Inc., 740 F.3d 74, 77 (1st Cir.","Once the (movant) The party who moves for the judge to rule in favor of a motion has properly structured the summary judgment, the burden shifts onto the nonmovant—or “the party who bears the burden of proof at trial,” Geshke v. Crocs, Inc.",real_lex_simple
563,"Furthermore, the plaintiff concedes in her Opposition that the Act was enacted “to keep D.C. residents out of harm’s way,” and therefore creates a “general public duty.” Pl.’s Opp’n to Defs.’ Mot.","Furthermore, the complainant admits in her Opposition that the Act was made “to keep D.C. residents out of harm’s way,” and therefore creates a “general public duty.” Pl.’s Opp’n to Defs.’ Mot.",real_lex_simple
564,"In addition, the Secretary states that “it is clear [that DC] 5284 is not applicable in this case,” as the plain language of that DC “foreclose[s] rating a foot condition ... that was not the result of an in-service injury.”","In addition, the Secretary states that “it is clear [that DC] 5284 is not applicable in this case,” as the plain language of that DC “preclude[s] rating a foot condition ... that was not the result of an in-service injury.”",real_lex_simple
565,"Plaintiff concedes that her wrongful discharge claim “does not fit within the limitations of the WLAD, FMLA or WFLA because she did not meet the required number of hours worked in the year prior to the accrual of her claim.” ECF No.","Complainant admits that her illegal termination claim “does not fit within the limitations of the WLAD, FMLA or WFLA because she did not meet the required number of hours worked in the year prior to the accumulation of her claim.”",real_lex_simple
566,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","FAG Bearings can appropriately be distinguished because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, without any unfair present prejudice.",real_lex_simple
567,"The Government has called at trial two so-called “cooperating witnesses,” ie, alleged co-conspirators of the defendants who have pleaded guilty and who are “cooperating” with the Government by testifying at trial in hopes of receiving a sentence reduction.","The Government has called two alleged “cooperating witnesses” at trial, ie, proclaimed collaborators of the respondents who have admitted their guilt and who are “cooperating” with the Government by testifying at trial, in hopes of receiving a sentence reduction.",real_lex_simple
568,"A farmout agreement is ""[a] very common form of agreement between operators, whereby a lease owner not desirous of drilling at the time agrees to assign the lease, or some portion of it (in common or in severalty) to another operator who is desirous of drilling the tract.""","A farmout agreement is ""[a] very common form of agreement between operators, whereby a rental owner not desiring to drill at the time agrees to transfer the rental contract or part of it (jointly or individually) to another operator with a desire to drill the tract.”",real_lex_simple
569,"To the extent Mr. Washington argues that the Veterans Court should have decided the gunshot wound claim in his favor without requiring a remand, he raises factual .issues of sufficiency of the evidence concerning his duty status at the time he was shot, and issues of his credibility.","To the extent Mr. Washington argues that the Veterans Court should have decided the gunshot wound claim in his favor without requiring a committal to custody, he raises factual issues of sufficiency of the evidence concerning his duty status at the time he was shot, and issues of his credibility.",real_lex_simple
570,"The Fourth Circuit reasoned that Geriatric Release does pot provide juveniles with the opportunity to obtain release “based on demonstrated maturity and rehabilitation,” as required by Graham, because the Parole Board has the authority to deny release “for any reason whatsoever.”","The Fourth Circuit reasoned that Geriatric Release does not provide young people with the opportunity to be released “based on demonstrated maturity and rehabilitation,” as Graham required, because the Parole Board has the authority to deny release “for any reason whatsoever.”",real_lex_simple
571,"Before this court, Mr. Smith characterizes the Plan as a settlement agreement and argues that the Veterans Court failed to “enforce” the settlement agreement; Mr. Smith requests that we remand his case to the Veterans Court with instructions that it “enforce” the settlement agreement approved by this court in NOVA.","Before this court, Mr. Smith characterizes the Plan as a settlement agreement and argues that the Veterans Court failed to “enforce” the settlement agreement. Mr. Smith requests to send his case to the Veterans Court with instructions that it “enforce” the settlement agreement approved by this court in NOVA.",real_lex_simple
572,"In this case, where the plaintiff has not produced time-sheets and the defendant has failed to respond, the Court will accept Martinez’s declaration, submitted under the penalty of perjury, as to the hours she worked and wages she received, except to the extent that her declaration seeks relief beyond that sought in the complaint.","In this case, where the claimant has not produced time-sheets and the respondent has failed to respond, the Court will accept Martinez’s declaration of hours she worked and wages she received, except where the statement seeks a remedy beyond that sought in the complaint.",real_lex_simple
573,"In all, the development of the Plan entailed a process of shifting and re-shifting portions of the County from one district to another, reviewing the resdlt, and trying again.” The Commissioners deferred greatly to Brace in developing the remedial plans, and further deferred to Brace and their attorneys regarding the plans’ legality.","As a result, the development of the Plan required a process of shifting and re-shifting parts of the County from one district to another, reviewing the result, and trying again.",real_lex_simple
574,"The quagmire of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina appellate courts, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime.","The dilemma of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina courts relating to appeals, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime.",real_lex_simple
575,"The Wisconsin Supreme Court concluded that chapter 980 did not require dismissal of Gilbert’s commitment petition because the chapter does not contain language allowing for dismissal in his circumstances, does not set a time period for execution of a commitment order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.","The Wisconsin Supreme Court concluded that chapter 980 did not require termination of Gilbert’s commitment petition because the chapter does not contain language allowing for it in his circumstances, does not set a time period for execution of a custody order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.",real_lex_simple
576,"Plaintiff Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Defendant Delaware River Port Authority (“DRPA”) to move the Court for a mandatory injunction ordering the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.","Complainant Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Respondent Delaware River Port Authority (“DRPA”) to move the Court for a mandatory restraining, ordering the DRPA to be subject to a binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.",real_lex_simple
577,"Third, because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now), if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s ret-roactivity and render a determination of retroactivity meaningless, as a practical matter.","Third, if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in discontinuation could deprive petitioners of the benefit of Johnson’s retroactivity. It also renders a determination of retroactivity meaningless as a practical matter because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now).",real_lex_simple
578,"Finally, this Court has considered Peters’s reliance on United States v. Quinones, wherein the court, faced with a similar motion, granted the defendant’s request for a stay of forfeiture, reasoning that “[i]f the government were to sell the four parcels in such a [slumped] market, they [sic] would, in effect, be foregoing any potential for appreciation in value once the market recovers; this loss will ultimately be borne by [the defendant] if the forfeiture order is reversed on appeal.” No.","Finally, this Court has considered Peters’s reliance on United States v. Quinones. Faced with a similar motion, the court granted the respondent's request for a stay of forfeiture, reasoning that “[i]f the government were to sell the four parcels in such a [slumped] market, they [sic] would, in effect, be foregoing any potential for appreciation in value. Once the market recovers; this loss will ultimately be borne by [the defendant] if the forfeiture order is reversed on re-examination.”",real_lex_simple
579,"On appeal, Niehaus reinterprets the accepted facts of this case and attempts to paint USB as an “ ‘eyes wide open’ participant in the fraud.” She bases her allegation that USB conspired with her on the assertions that (1) USB knew of her unlawful conduct by early 2010 when it confronted her about her fraud and asked her to resign; (2) one of USB’s owners refused her resignation and thereby allowed her to continue to embezzle funds; (3) USB advised her to withdraw D.C. and J.C.’s funds and transfer the money to another bank; arid (4) in the civil suit, USB agreed to release Nie-haus from any and all claims relating to the litigation.","On appeal, Niehaus reinterprets the accepted facts of this case and attempts to paint USB as an “ ‘eyes wide open’ participant in the fraud.”  She bases her allegation that USB conspired with her claiming that (1) USB knew of her unlawful conduct by early 2010 when it confronted her about her fraud and asked her to resign; (2) one of USB’s owners refused her resignation and thereby allowed her to continue to steal funds; (3) USB advised her to withdraw D.C. and J.C.’s funds and transfer the money to another bank (4) in the civil suit, USB agreed to release Nie-haus from any and all claims relating to the litigation.",real_lex_simple
580,"Witness, for example, his continued emphasis on the facts that Mr. Mitchell could have appealed the September 2003 decision, challenged its determination that new and material evidence had not been submitted, and raised the fact that VA never respond ed to the December 1973 audiogram, but failed to do so, post at 445, even though the Federal Circuit explicitly rejected almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.","Witness, for example, continued his emphasis on the facts that Mr. Mitchell could have asked for re-examination of the September 2003 decision, challenged its determination that new and material evidence had not been submitted, and raised the fact that VA never responded to the December 1973 audiogram, but post at 445,  failed to do so, even though the Federal Circuit explicitly rejected almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.",real_lex_simple
581,"The court’s central purpose in granting leave to implead a third party is “to promote judicial efficiency by eliminating the necessity for the defendant to bring a separate action against a third individual who may be secondarily or derivatively liable to the defendant for all or part of the plaintiffs original claim.” Sw. Adm’rs, Inc. v. Rozay’s Transfer, 791 F.2d 769, 777 (9th Cir.1986).","The court’s central purpose in allowing to sue a third party is to promote judicial efficiency by eliminating the necessity for the defendant to bring a separate action against a third person. This third person may be connectedly responsible to the defendant for all or part of the plaintiffs original request.” Sw. Adm’rs, Inc. v. Rozay’s Transfer, 791 F.2d 769, 777 (9th Cir.1986).",real_lex_simple
582,"A reciprocal insurance exchange, “in its pure form ... is a web of contractual relationships between subscribers who agree to insure one another, consummated through a common agent with power of attorney.” The overriding question is whether USAA is properly treated as a corporation or an unincorporated association for purposes of diversity jurisdiction.","A mutual insurance exchange, “in its pure form ... is a web of contractual relationships between subscribers who agree to insure one another. This is completed through a common agent with authority. The primary question is whether USAA is properly treated chartered or not chartered as a legal entity for purposes of the U.S. federal courts’ power to hear lawsuits that do not involve a federal question.",real_lex_simple
583,"Congress enacted the FDCPA in 1977 “to eliminate abusive debt collection practices by debt collectors, to insure that those debt collectors who refrain from using abusive debt collection practices are not competitively disadvantaged, and to promote consistent State action to protect consumers against debt collection abuses.” 15 U.S.C.","Congress made into an act the FDCPA in 1977. This had three purposes: First, to eliminate abusive debt collection practices by debt collectors. Second, to ensure that those debt collectors who avoid abusive debt collection practices are not competitively disadvantaged. Third, to promote consistent State action to protect consumers against debt collection abuses.” 15 U.S.C.",real_lex_simple
584,"See e.g., Potts, 882 F.2d at 1324 (“A statute modifying the content of state tort law doctrines of contributory and comparative negligence seems to us to be a classic example of the type of substantive rule of law binding upon a federal court in a diversity case.”); Winningham v. Swift Trans.","See e.g., Potts, 882 F.2d at 1324 (“A statute modifying the content of state tort law doctrines of contributory and comparative fault seems to us to be a classic example of the type of substantive rule of law binding upon a federal court in a civil case involving parties that are diverse in citizenship.”); Winningham v. Swift Trans.",real_lex_simple
585,"“If the conduct did not violate a clearly established constitutional right, or if it was objectively reasonable for the [official] to believe that his conduct did not violate such a right, then the [official] is protected by qualified immunity.”","“If the behavior did not violate a clearly established constitutional right, or if it was objectively reasonable for the [official] to believe that his behavior did not violate such a right, then the [official] is protected by qualified exemption.”",real_lex_simple
586,"Here, relying on its president’s affidavit, plaintiff alleges that “stock ownership [in Patriot Lines and Vessel Operations] was restricted to the Brophys and that the two companies existed as a ‘facade for the [Brophys’] operations.’ ” (Paper No.","Here, relying on its president’s statement under oath, claimant claims that “stock ownership [in Patriot Lines and Vessel Operations] was restricted to the Brophys and that the two companies existed as a ‘deceptive appearance for the [Brophys’] operations.’ ”",real_lex_simple
587,"But the bottom line is the more protection, if you will, we can provide for the families of those who are going through what has to be just the most horrific time in their life, I think we have an obligation to do it.","But the bottom line is the more protection, if you will, we can provide for the families of those who are going through what has to be just the most horrific time in their life, I think we have an obligation to do it.",real_lex_simple
588,"Instead, “[vigorous cross-examination, presentation of contrary evidence, and careful instruction on the burden of proof are the traditional and appropriate means of attacking shaky but admissible evidence.” Daubert, 509 U.S. at 595, 113 S.Ct.","Instead, “[questioning of the witness by the opposing party efficiently, presentation of adverse evidence, and careful instruction on the duty to prove disputed assertion are the traditional and appropriate means of attacking shaky but admissible evidence.”",real_lex_simple
589,"Such standards are critical because even in cases where a regulation is content- neutral on its face, “placing unbridled discretion in the hands of a government official or agency ... may result in censorship.” Lakewood, 486 U.S. at 758, 108 S.Ct.","Such standards are critical. Because even in cases where a regulation is content- neutral at first sight, “giving uncontrolled discretion in the hands of a government official or agency ... may result in censorship.” Lakewood, 486 U.S. at 758, 108 S.Ct.",real_lex_simple
590,The Agreement further states that the “arbitrators must make their decision within 60 days following the termination of the hearing” and that “[t]he majority decision of any two arbitrators” of the three-arbitrator panel “will be final and binding” on the parties.,The Agreement states that the “arbitrators must make their decision within 60 days following the end of the hearing”. Also “[t]he majority decision of any two arbitrators” of the three-arbitrator panel “will be final and binding” on the parties.,real_lex_simple
591,"Here, Giwa has presented no evidence at all to counter Landes’ affidavit that sets forth her understanding of the facts on which she based her conclusion that Giwa was under-performing as a Senior Urban Planner or that he made mistakes that deserved a lower rating.","Here, Giwa could not prove the facts that counter Landes’ testimony that sets forth her understanding of the facts on which she based her conclusion that Giwa was under-performing as a Senior Urban Planner or that he made mistakes that deserved a lower rating.",real_lex_simple
592,"Underwriting purposes include, among other things, the decision whether or not to issue a policy, the amount and terms of coverage, and whether to renew or cancel a policy, but an insurer may not obtain a consumer report for the purposes of evaluating a claim.","Insuring purposes include, among other things, the following: The decision whether or not to issue a policy, the amount and terms of coverage, and whether to renew or cancel a policy. However, an insurer may not obtain a consumer report for the purposes of evaluating a request.",real_lex_simple
593,That record also stated that on that date the “[c]ourt found defendant guilty as charged in the information and ordered a Judgment of Conviction to be entered on the record.... Court ordered defendant REMANDED into the custody of the Milwaukee County Sheriffs Department.”,That record also stated that on that date the “[c]ourt found defendant guilty as charged in the information and ordered a Judgment of Guilty to be entered on the record.... Court ordered defendant placed into the custody of the Milwaukee County Sheriffs Department.”,real_lex_simple
594,"The issue here is whether an insured can round up general settlements from its subcontractors, unilaterally decide that they will be allocated to uncovered damages, and then go after the insurers that would cover the damages if the loss was properly allocated to that policy, .","The issue here is whether an insured can collect general settlements from its subcontractors, one-sided decide that they will be assigned to uncovered damages, and then seek the insurers that would cover the damages if the loss was properly allocated to that policy.",real_lex_simple
595,"The Supreme Court briefly addressed the issue within the scope of the Fair Housing Act, summarizing that if a tester has “suffered injury in precisely the form the statute was intended to guard against,” then regardless of the motivation behind bringing the suit, an injury has occurred.","The Supreme Court briefly addressed the issue within the scope of the Fair Housing Act. It summarized that, regardless of the motivation behind the action, an injury has occurred, if a tester is injured in the exact form the statute was intended to protect against.",real_lex_simple
596,"For past performance, the solicitation informed offerors that “[t]he Government will conduct a performance confidence assessment based upon the past performance of major or critical aspects of the requirement as it relates to the probability of successfully performing the solicitation requirements.”",The solicitation informed offerors. The Government will conduct a performance confidence assessment based upon the past performance of major or critical aspects of the requirement in terms of the probability of successfully performing the solicitation requirements.,real_lex_simple
597,"When a federal court sits in diversity, it “has personal jurisdiction over a non-resident defendant if (1) an applicable state long-arm statute confers jurisdiction and (2) the assertion of that jurisdiction is consistent with constitutional due process.” Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir.1993).","If an applicable state far reaching statute confers jurisdiction and the assertion of that jurisdiction is consistent with constitutional due process, a federal court has personal jurisdiction over a non-resident defendant. ” Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir.1993).",real_lex_simple
598,"A decision is considered “final and ... appealable where it 1) resolves and seriously affects substantive rights and 2) finally determines the discrete issue to which it is addressed.” Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir.2008) (quoting Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir.2001)).","If a decision resolves and seriously affects essential rights and finally determines the concrete issue to which it is addressed, that decision is considered ""final and appealable"". Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir.2008) (quoting Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir.2001)).",real_lex_simple
599,"Once admitted into the Minnesota Department of Corrections (“MDOC”) system, Brooks received a chemical-dependency assessment, as all new inmates are required to have under Minnesota law, and was ordered to complete treatment in order to be transferred to a lower-security prison, qualify for work release, and avoid disciplinary sanctions.","Once admitted into the Minnesota Department of Corrections (“MDOC”) system, Brooks received a chemical-dependency assessment, as all new prisoners are required to have under Minnesota law. He was ordered to complete treatment in order to be transferred to a lower-security prison, qualify for work release, and avoid disciplinary sanctions.",real_lex_simple
600,Such a need is established if either: (1) failure to obtain expedited processing would pose an “imminent threat to the life or physical safety of an individual”; or (2) the requester is “primarily engaged in disseminating information” and shows an “urgency to inform the public concerning actual or alleged Federal Government ■ activity.” 5 U.S.C.,Such a need is accepted if either: (1) failure to obtain prompt processing would cause a “close threat to the life or physical safety of an individual”; or (2) the requester is “primarily engaged in disseminating information” and shows an “urgency to inform the public concerning actual or alleged Federal Government activity.” 5 U.S.C.,real_lex_simple
601,pursuant to the provisions herein,according to the rules here,synthetic_dict
602,the party of the first part agrees,the first person agrees,synthetic_dict
603,hereinbefore mentioned,mentioned earlier,synthetic_dict
604,notwithstanding the foregoing,despite what was said before,synthetic_dict
605,in the event that,if,synthetic_dict
606,shall be deemed to be,will be considered,synthetic_dict
607,without prejudice to,without affecting,synthetic_dict
608,subject to the provisions of,according to the rules of,synthetic_dict
609,in accordance with,according to,synthetic_dict
610,for the avoidance of doubt,to be clear,synthetic_dict
611,mutatis mutandis,with necessary changes,synthetic_dict
612,inter alia,among other things,synthetic_dict
613,prima facie,at first glance,synthetic_dict
614,bona fide,in good faith,synthetic_dict
615,ex parte,from one side only,synthetic_dict
616,habeas corpus,show the body,synthetic_dict
617,pro bono,for free,synthetic_dict
618,quid pro quo,something for something,synthetic_dict
619,status quo,the current situation,synthetic_dict
620,ad hoc,for this purpose,synthetic_dict
621,per se,by itself,synthetic_dict
622,ipso facto,by that very fact,synthetic_dict
623,caveat emptor,buyer beware,synthetic_dict
624,res ipsa loquitur,the thing speaks for itself,synthetic_dict
625,stare decisis,to stand by things decided,synthetic_dict
626,voir dire,to speak the truth,synthetic_dict
627,amicus curiae,friend of the court,synthetic_dict
628,modus operandi,method of operation,synthetic_dict
629,prima facie case,case that seems true at first,synthetic_dict
630,beyond reasonable doubt,very certain,synthetic_dict
631,preponderance of evidence,more evidence than not,synthetic_dict
632,burden of proof,responsibility to prove,synthetic_dict
633,hearsay evidence,secondhand information,synthetic_dict
634,direct evidence,firsthand proof,synthetic_dict
635,circumstantial evidence,indirect proof,synthetic_dict
636,affidavit,sworn written statement,synthetic_dict
637,subpoena,order to appear in court,synthetic_dict
638,deposition,sworn testimony outside court,synthetic_dict
639,voir dire,questioning of jurors,synthetic_dict
640,mistrial,failed trial,synthetic_dict
641,hung jury,jury that cannot agree,synthetic_dict
642,acquittal,found not guilty,synthetic_dict
643,conviction,found guilty,synthetic_dict
644,plea bargain,agreement to plead guilty,synthetic_dict
645,sentence,punishment given,synthetic_dict
646,probation,supervised release,synthetic_dict
647,parole,early release from prison,synthetic_dict
648,appeal,request for review,synthetic_dict
649,remand,send back to lower court,synthetic_dict
650,overturn,reverse a decision,synthetic_dict
651,uphold,keep a decision,synthetic_dict
652,precedent,previous court decision,synthetic_dict
653,statute,law passed by legislature,synthetic_dict
654,regulation,rule made by agency,synthetic_dict
655,ordinance,local law,synthetic_dict
656,constitution,basic law of the land,synthetic_dict
657,amendment,change to constitution,synthetic_dict
658,ratification,official approval,synthetic_dict
659,repeal,cancel a law,synthetic_dict
660,enact,pass a law,synthetic_dict
661,legislative intent,what lawmakers meant,synthetic_dict
662,judicial review,court review of law,synthetic_dict
663,separation of powers,division of government powers,synthetic_dict
664,checks and balances,limits on government power,synthetic_dict
665,due process,fair legal procedures,synthetic_dict
666,equal protection,same treatment under law,synthetic_dict
667,freedom of speech,right to speak freely,synthetic_dict
668,freedom of religion,right to practice religion,synthetic_dict
669,right to assembly,right to gather,synthetic_dict
670,right to petition,right to ask government,synthetic_dict
671,search warrant,permission to search,synthetic_dict
672,probable cause,good reason to believe,synthetic_dict
673,reasonable suspicion,some reason to suspect,synthetic_dict
674,exclusionary rule,rule excluding illegal evidence,synthetic_dict
675,miranda rights,rights when arrested,synthetic_dict
676,right to counsel,right to a lawyer,synthetic_dict
677,right to remain silent,right not to speak,synthetic_dict
678,self incrimination,testifying against yourself,synthetic_dict
679,double jeopardy,being tried twice for same crime,synthetic_dict
680,cruel and unusual punishment,unfair punishment,synthetic_dict
681,excessive bail,too high bail,synthetic_dict
682,eminent domain,government taking property,synthetic_dict
683,just compensation,fair payment,synthetic_dict
684,takings clause,rule about taking property,synthetic_dict
685,contract,legal agreement,synthetic_dict
686,breach of contract,breaking an agreement,synthetic_dict
687,consideration,something of value exchanged,synthetic_dict
688,offer,proposal to make a deal,synthetic_dict
689,acceptance,agreeing to an offer,synthetic_dict
690,capacity,ability to make a contract,synthetic_dict
691,void contract,invalid contract,synthetic_dict
692,voidable contract,contract that can be canceled,synthetic_dict
693,unenforceable contract,contract that cannot be enforced,synthetic_dict
694,specific performance,order to do what was promised,synthetic_dict
695,damages,money compensation,synthetic_dict
696,liquidated damages,agreed upon damages,synthetic_dict
697,punitive damages,punishment damages,synthetic_dict
698,compensatory damages,damages to make up for loss,synthetic_dict
699,negligence,failure to be careful,synthetic_dict
700,duty of care,responsibility to be careful,synthetic_dict
701,breach of duty,not meeting responsibility,synthetic_dict
702,causation,connection between action and harm,synthetic_dict
703,proximate cause,direct cause,synthetic_dict
704,foreseeability,ability to predict harm,synthetic_dict
705,contributory negligence,plaintiff also at fault,synthetic_dict
706,comparative negligence,comparing fault,synthetic_dict
707,assumption of risk,taking on known danger,synthetic_dict
708,strict liability,liability without fault,synthetic_dict
709,product liability,manufacturer responsibility,synthetic_dict
710,defamation,harmful false statement,synthetic_dict
711,libel,written defamation,synthetic_dict
712,slander,spoken defamation,synthetic_dict
713,invasion of privacy,violating personal privacy,synthetic_dict
714,intentional infliction of emotional distress,causing severe emotional harm,synthetic_dict
715,battery,harmful touching,synthetic_dict
716,assault,threat of harm,synthetic_dict
717,false imprisonment,unlawful restraint,synthetic_dict
718,trespass,entering property without permission,synthetic_dict
719,nuisance,interfering with property use,synthetic_dict
720,conversion,unlawful taking of property,synthetic_dict
721,fraud,deceitful misrepresentation,synthetic_dict
722,misrepresentation,false statement,synthetic_dict
723,undue influence,improper pressure,synthetic_dict
724,duress,threat or force,synthetic_dict
725,mistake,error in understanding,synthetic_dict
726,unconscionability,unfair contract terms,synthetic_dict
727,statute of frauds,law requiring written contracts,synthetic_dict
728,statute of limitations,time limit to sue,synthetic_dict
729,sovereign immunity,government cannot be sued,synthetic_dict
730,qualified immunity,limited protection for officials,synthetic_dict
731,absolute immunity,complete protection,synthetic_dict
732,discovery,exchange of information before trial,synthetic_dict
733,interrogatories,written questions,synthetic_dict
734,request for production,request for documents,synthetic_dict
735,request for admission,request to admit facts,synthetic_dict
736,deposition,sworn testimony,synthetic_dict
737,expert witness,qualified specialist,synthetic_dict
738,lay witness,ordinary person witness,synthetic_dict
739,character evidence,evidence about person's character,synthetic_dict
740,hearsay,secondhand statement,synthetic_dict
741,hearsay exception,allowed secondhand statement,synthetic_dict
742,business records exception,company records allowed,synthetic_dict
743,dying declaration,statement before death,synthetic_dict
744,excited utterance,statement while upset,synthetic_dict
745,present sense impression,immediate statement,synthetic_dict
746,prior inconsistent statement,previous different statement,synthetic_dict
747,prior consistent statement,previous same statement,synthetic_dict
748,impeachment,challenging witness credibility,synthetic_dict
749,rehabilitation,restoring witness credibility,synthetic_dict
750,leading question,question suggesting answer,synthetic_dict
751,objection,challenge to question or evidence,synthetic_dict
752,sustained,objection approved,synthetic_dict
753,overruled,objection denied,synthetic_dict
754,motion,request to court,synthetic_dict
755,motion to dismiss,request to throw out case,synthetic_dict
756,motion for summary judgment,request for decision without trial,synthetic_dict
757,motion in limine,request before trial,synthetic_dict
758,motion to suppress,request to exclude evidence,synthetic_dict
759,motion to compel,request to force action,synthetic_dict
760,default judgment,judgment when defendant does not respond,synthetic_dict
761,summary judgment,decision without full trial,synthetic_dict
762,directed verdict,judge's decision during trial,synthetic_dict
763,judgment notwithstanding verdict,judgment despite jury verdict,synthetic_dict
764,new trial,fresh trial,synthetic_dict
765,remittitur,reducing damages,synthetic_dict
